Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,High Equity,Low Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return,Original Return (%),Is Outlier,Z-Score
top2,2020,12,December,2020-12,2020-12-01 15:15:00,2020-12-31 21:00:00,17487.806522303516,21002.43478922942,22759.19177306975,18684.16266458875,20.097593500039213,-1.4058585667547918,17.369117700103807,5,80.0,21002.434789229424,,,
top2,2021,1,January,2021-01,2021-01-01 12:30:00,2021-01-31 07:00:00,21002.43478922942,25205.453967913134,30268.80913536195,22078.26078653356,20.012056796572587,-11.553308447083332,41.72234663327354,8,62.5,25205.453967913138,,,
top2,2021,2,February,2021-02,2021-02-01 08:00:00,2021-02-28 07:00:00,25205.453967913134,31519.70189513742,36793.18014360521,28154.68357005034,25.051117648039202,-5.814418747972772,38.009200932018125,10,70.0,31519.701895137423,,,
top2,2021,3,March,2021-03,2021-03-02 18:45:00,2021-03-29 06:00:00,31519.70189513742,40859.40964703397,48353.24086088164,37300.58145148462,29.631332754886873,-6.224408805017756,48.649544270759094,7,57.14285714285714,40859.40964703398,,,
top2,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-30 07:00:00,40859.40964703397,40883.36064175526,48381.584594347696,44298.48121392133,0.058618063570148315,-8.38570398750802,41.48773305883166,5,40.0,40883.360641755266,,,
top2,2021,5,May,2021-05,2021-05-01 20:45:00,2021-05-31 07:00:00,40883.36064175526,52267.26304682982,62344.186266028104,48335.33770946794,27.844830332876015,-7.52870407361792,39.87489488460729,7,57.14285714285714,52267.26304682982,,,
top2,2021,6,June,2021-06,2021-06-01 08:00:00,2021-06-30 05:30:00,52267.26304682982,50791.0947250038,68989.8647571557,59899.392624795284,-2.8242694102873167,-13.176532762252647,41.71714395790557,8,50.0,50791.0947250038,,,
top2,2021,7,July,2021-07,2021-07-02 07:00:00,2021-07-30 07:00:00,50791.0947250038,53828.14544967527,64533.24037966892,60583.418484224116,5.979494517916684,-4.737661223831935,28.615748941276497,4,50.0,53828.14544967527,,,
top2,2021,8,August,2021-08,2021-08-01 19:45:00,2021-08-31 11:45:00,53828.14544967527,54896.435325894454,65923.74400993246,61608.40736604718,1.9846306561275506,-6.545952006662592,20.98617453266979,5,60.0,54896.435325894454,,,
top2,2021,9,September,2021-09,2021-09-03 04:15:00,2021-09-29 09:00:00,54896.435325894454,64643.50814703647,76319.98615751525,63139.46648985484,17.75538386650828,-4.456521153907145,38.10872785475635,6,50.0,64643.508147036475,,,
top2,2021,10,October,2021-10,2021-10-02 08:00:00,2021-10-31 21:45:00,64643.50814703647,78686.76268602381,98032.71262882503,76319.98615751525,21.724152883294813,-7.363294486154293,40.56817468424207,6,66.66666666666666,78686.76268602381,,,
top2,2021,11,November,2021-11,2021-11-02 05:45:00,2021-11-27 07:00:00,78686.76268602381,78783.42135515827,97139.74447678374,89587.30186986791,0.12283980918130766,-4.478985464492902,26.361845746001606,6,33.33333333333333,78783.42135515827,,,
top2,2021,12,December,2021-12,2021-12-01 03:30:00,2021-12-31 04:00:00,78783.42135515827,86269.42841839268,102825.96006070926,93814.98138706679,9.502008080465618,-2.2215552793932725,23.70550805062527,7,28.57142857142857,86269.42841839268,,,
top2,2022,1,January,2022-01,2022-01-02 04:00:00,2022-01-30 08:00:00,86269.42841839268,89409.00324821126,106684.02224743809,102825.96006070924,3.639266988755452,-1.1708650380456875,9.009349195607438,8,50.0,89409.00324821126,,,
top2,2022,2,February,2022-02,2022-02-03 08:00:00,2022-02-27 08:00:00,89409.00324821126,113866.28169285128,135719.10638872805,106568.07128106951,27.354379935031115,-3.1152019707359035,28.076902952144383,5,60.0,113866.28169285128,,,
top2,2022,3,March,2022-03,2022-03-03 03:30:00,2022-03-31 03:30:00,113866.28169285128,124199.72110096306,148035.7039059283,135719.10638872805,9.07506529104527,-0.8451059045347042,19.732804205186053,4,25.0,124199.72110096307,,,
top2,2022,4,April,2022-04,2022-04-01 14:00:00,2022-04-28 08:00:00,124199.72110096306,115749.2081930003,155140.76636948847,133973.32682279087,-6.803970921233593,-13.644021518035121,60.842739534417156,4,50.0,115749.2081930003,,,
top2,2022,5,May,2022-05,2022-05-01 02:30:00,2022-05-31 20:45:00,115749.2081930003,138481.691872407,176780.7566482196,145086.20435675117,19.639429102186657,-14.56872569678489,58.785379920662926,7,57.14285714285714,138481.69187240704,,,
top2,2022,6,June,2022-06,2022-06-03 07:30:00,2022-06-30 12:30:00,138481.691872407,116168.34972220488,176794.0194165025,140514.25133567018,-16.112846289284942,-20.520924972785505,79.72670539893268,5,40.0,116168.34972220488,,,
top2,2022,7,July,2022-07,2022-07-01 06:45:00,2022-07-29 03:30:00,116168.34972220488,123124.99863486248,155612.5123397571,146789.68803005587,5.988420193015687,-2.219542667145924,16.91750290176025,3,33.33333333333333,123124.99863486248,,,
top2,2022,8,August,2022-08,2022-08-02 07:00:00,2022-08-31 10:00:00,123124.99863486248,136275.2561765332,178619.65192245966,155580.07134931246,10.680412335003474,-5.546906561958376,27.48757077018789,3,100.0,136275.25617653318,,,
top2,2022,9,September,2022-09,2022-09-01 00:30:00,2022-09-28 20:15:00,136275.2561765332,161064.69443771732,208339.20297398546,176273.75357467565,18.19071118022444,0.0,17.94981042163318,7,42.857142857142854,161064.6944377173,,,
top2,2022,10,October,2022-10,2022-10-01 08:00:00,2022-10-31 10:00:00,161064.69443771732,160600.20619939014,208339.20297398546,204244.29816592822,-0.28838612952933884,-1.9654989313598104,9.861977079752176,3,33.33333333333333,160600.20619939012,,,
top2,2022,11,November,2022-11,2022-11-02 09:00:00,2022-11-30 03:30:00,160600.20619939014,171370.6579465355,221670.096071333,202557.74406127445,6.706374793674619,-5.313754145928629,32.371298688379866,6,50.0,171370.65794653544,,,
top2,2022,12,December,2022-12,2022-12-04 02:30:00,2022-12-28 02:30:00,171370.6579465355,175280.13899563882,226727.0588567251,221670.096071333,2.2813013009047367,-0.6109531822249048,7.429992119149392,3,33.33333333333333,175280.1389956388,,,
top2,2023,1,January,2023-01,2023-01-01 08:45:00,2023-01-31 23:45:00,175280.13899563882,203745.92921847609,274132.1659839255,226727.0588567251,16.240168672815546,-4.927169193874126,29.96206220767499,8,62.5,203745.92921847606,,,
top2,2023,2,February,2023-02,2023-02-02 03:30:00,2023-02-28 12:30:00,203745.92921847609,224664.09647657303,293473.9003736958,263547.91564197105,10.266790280588367,-2.43607833104611,28.457476060642563,2,0.0,224664.096476573,,,
top2,2023,3,March,2023-03,2023-03-01 03:15:00,2023-03-30 08:00:00,224664.09647657303,232224.37821680788,303694.4390372895,290852.8983185724,3.3651490642267357,-3.1543182985335094,14.755484589473664,6,50.0,232224.37821680785,,,
top2,2023,4,April,2023-04,2023-04-03 03:30:00,2023-04-30 23:15:00,232224.37821680788,221108.46032609142,303349.73458587093,267500.3946895989,-4.786714459555352,-11.817824711537362,36.143201082164815,5,60.0,221108.4603260914,,,
top2,2023,5,May,2023-05,2023-05-01 03:00:00,2023-05-29 06:45:00,221108.46032609142,223904.07904475,295134.11469228036,281351.4183313498,1.264365332079831,-3.4646576106240667,13.666370682605722,4,0.0,223904.07904475,,,
top2,2023,6,June,2023-06,2023-06-02 03:30:00,2023-06-30 12:15:00,223904.07904475,226402.89120610154,298427.8676161625,295134.11469228036,1.1160190435173467,0.0,5.1142417439304575,1,0.0,226402.8912061015,,,
top2,2023,7,July,2023-07,2023-07-04 03:30:00,2023-07-31 01:00:00,226402.89120610154,237266.73144718577,312747.79374430573,298427.8676161625,4.798454729623813,-2.0802891355218733,10.167073776267209,5,60.0,237266.73144718574,,,
top2,2023,8,August,2023-08,2023-08-01 03:30:00,2023-08-31 19:45:00,237266.73144718577,246902.5290127774,325449.00310149003,310054.12723521906,4.061166732823862,-3.4393017656900726,16.696774393795454,5,20.0,246902.52901277738,,,
top2,2023,9,September,2023-09,2023-09-02 03:30:00,2023-09-30 07:00:00,246902.5290127774,290003.1019934395,382261.0518307826,325449.00310149003,17.456513367034642,-0.4357203256750153,20.20907830561504,5,60.0,290003.1019934395,,,
top2,2023,10,October,2023-10,2023-10-04 12:00:00,2023-10-31 00:45:00,290003.1019934395,305561.89341404446,402769.5220256661,380923.5169426014,5.365043102524103,-0.3499009071877057,11.158183474703602,5,40.0,305561.89341404446,,,
top2,2023,11,November,2023-11,2023-11-01 07:00:00,2023-11-29 09:00:00,305561.89341404446,377680.3716052857,511144.8557265759,402769.522025666,23.601921491407563,-10.090348071821209,76.04505492969696,4,75.0,377680.3716052856,,,
top2,2023,12,December,2023-12,2023-12-01 02:00:00,2023-12-31 07:00:00,377680.3716052857,479244.2767150674,643615.272926856,507217.0232600921,26.89149681729457,-4.699662653570035,32.41514046801151,8,50.0,479244.27671506733,,,
top2,2024,1,January,2024-01,2024-01-01 12:00:00,2024-01-31 03:00:00,479244.2767150674,430365.2766934982,659477.3457027912,577793.425706189,-10.19918283773893,-12.386160120413747,33.531380238054666,8,37.5,430365.27669349813,,,
top2,2024,2,February,2024-02,2024-02-01 02:30:00,2024-02-29 13:00:00,430365.2766934982,482095.5498740678,663400.9190163004,592216.045441096,12.020085258275003,-2.6709152922502977,19.018184578127713,7,57.14285714285714,482095.5498740678,,,
top2,2024,3,March,2024-03,2024-03-02 02:30:00,2024-03-31 05:00:00,482095.5498740678,597882.7613833206,832765.6301689559,626129.514100425,24.01748191608459,-10.0676027864814,40.25461570446868,4,75.0,597882.7613833206,,,
top2,2024,4,April,2024-04,2024-04-01 07:00:00,2024-04-29 07:00:00,597882.7613833206,642447.6019763689,906504.8656260372,832765.6301689559,7.4537758021219425,-1.2870038396431749,37.00191581937355,4,50.0,642447.601976369,,,
top2,2024,5,May,2024-05,2024-05-01 04:00:00,2024-05-31 14:00:00,642447.6019763689,703823.566279116,962591.4706115214,858528.1359725506,9.55345838538979,-2.290089525514516,20.302317393783408,5,40.0,703823.5662791162,,,
top2,2024,6,June,2024-06,2024-06-02 12:00:00,2024-06-30 03:30:00,703823.566279116,643042.7876817782,986105.1887249438,855557.2253384668,-8.635797593232885,-13.238746218877361,61.788985913119376,5,60.0,643042.7876817784,,,
top2,2024,7,July,2024-07,2024-07-02 12:00:00,2024-07-30 14:15:00,643042.7876817782,692367.8873648172,960605.5292365685,855557.2253384668,7.670578168034514,-4.103882078169773,26.909846980302486,5,20.0,692367.8873648174,,,
top2,2024,8,August,2024-08,2024-08-01 21:30:00,2024-08-31 07:00:00,692367.8873648172,594193.7023937393,856771.6088039143,706890.9959818713,-14.17948272337316,-17.493648398466664,74.02149938093207,4,25.0,594193.7023937394,,,
top2,2024,9,September,2024-09,2024-09-01 14:45:00,2024-09-30 06:00:00,594193.7023937393,621360.421907334,757206.6870325437,722412.1523887769,4.572030872113286,-1.1735982734262795,14.444673922412859,4,25.0,621360.4219073341,,,
top2,2024,10,October,2024-10,2024-10-02 10:30:00,2024-10-30 13:00:00,621360.421907334,630194.8913531544,775699.4760730459,734565.4070279916,1.4217946837846718,-5.302835739079548,22.420092289674923,5,20.0,630194.8913531546,,,
top2,2024,11,November,2024-11,2024-11-03 03:30:00,2024-11-30 05:00:00,630194.8913531544,680767.5147379227,1256550.9758773828,766181.8798361612,8.024918018008481,-8.257783927082441,93.72636423197514,6,83.33333333333334,1033530.0619378784,64.00165664921249,True,4.215933913395772
top2,2024,12,December,2024-12,2024-12-01 14:00:00,2024-12-31 16:00:00,680767.5147379227,727658.3063451499,1365552.8144505923,1212150.8058497873,6.887930254027896,-3.7439562607146315,24.291994997257873,6,50.0,1104718.8917585707,,,
top2,2025,1,January,2025-01,2025-01-02 07:00:00,2025-01-31 11:45:00,727658.3063451499,762660.7632099212,1407708.366700994,1267697.7162964542,4.810287542868874,-5.614141888032476,38.04966629384022,3,33.33333333333333,1157859.0469925522,,,
top2,2025,2,February,2025-02,2025-02-03 15:00:00,2025-02-28 14:45:00,762660.7632099212,952233.3492878393,1757618.7441482944,1407708.366700994,24.856737782082348,-1.2700244292170093,25.34557663246644,6,66.66666666666666,1445665.0341896089,,,
top2,2025,3,March,2025-03,2025-03-03 10:00:00,2025-03-06 06:00:00,952233.3492878393,998499.3257397376,1843015.8240646792,1757618.7441482944,4.858680541539528,0.0,13.752207079270063,1,100.0,1515905.27990162,,,
