Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,High Equity,Low Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top1,2021,7,July,2021-07,2021-07-01 05:00:00,2021-07-30 04:00:00,56535.58817107354,58070.934693669646,62410.961071089114,56535.58817107354,2.7157169002120174,-8.52352324626704,25.339895276904205,8,62.5
top1,2021,8,August,2021-08,2021-08-03 07:00:00,2021-08-31 08:00:00,58070.934693669646,64182.92010411677,64364.98420760068,57615.95898291035,10.525033638064363,-5.663788389462043,27.68112276306361,8,62.5
top1,2021,9,September,2021-09,2021-09-01 07:00:00,2021-09-30 15:15:00,65621.47870865544,86863.86553380478,90209.12233720529,65621.47870865544,32.37108831311275,-9.58288708366657,58.1392402014482,7,57.14285714285714
top1,2021,10,October,2021-10,2021-10-02 07:00:00,2021-10-29 17:45:00,86863.86553380478,93125.1948863656,93125.1948863656,86208.89207763273,7.208209436781399,-0.7540229209776039,12.432579948551108,6,50.0
top1,2021,11,November,2021-11,2021-11-03 07:00:00,2021-11-30 20:45:00,93125.1948863656,109231.11866469722,109854.20754436385,90177.99327381258,17.294915514522778,-3.164773632043716,21.72453715711529,5,40.0
top1,2021,12,December,2021-12,2021-12-01 03:30:00,2021-12-30 07:00:00,109231.11866469722,101834.4003280688,109231.11866469722,99753.2783706469,-6.771621884907953,-8.6768682861741,36.051490864826526,4,0.0
top1,2022,1,January,2022-01,2022-01-01 08:15:00,2022-01-30 03:30:00,103494.199117902,103958.69114476211,103958.69114476211,97155.35415122898,0.44880972152936405,-6.124831169959311,26.896146052288987,3,66.66666666666666
top1,2022,2,February,2022-02,2022-02-03 03:30:00,2022-02-27 03:30:00,103958.69114476211,109935.80987925192,109935.80987925192,101417.56662780892,5.749513262115524,-3.394801527715874,29.605913592546727,5,60.0
top1,2022,3,March,2022-03,2022-03-03 07:00:00,2022-03-29 16:45:00,109935.80987925192,120200.86785565488,120200.86785565488,109935.80987925192,9.337319648327158,-0.08833942819150842,13.133802950557772,4,50.0
top1,2022,4,April,2022-04,2022-04-03 07:00:00,2022-04-28 08:00:00,120200.8678556549,126700.58920428259,126700.58920428259,120180.52505191129,5.407383045214775,-0.13103285095594774,7.78721531077704,4,50.0
top1,2022,5,May,2022-05,2022-05-02 07:00:00,2022-05-30 03:30:00,126700.58920428259,128468.39003800707,130010.4346168936,120010.86363353411,1.3952585736394685,-7.6913603225968625,33.495208011682855,5,60.0
top1,2022,6,June,2022-06,2022-06-03 07:00:00,2022-06-29 14:15:00,128468.39003800707,134061.62217944942,134061.62217944942,117218.34040826652,4.3537808326138405,-8.757056600781132,31.08771527558932,6,50.0
top1,2022,7,July,2022-07,2022-07-01 07:00:00,2022-07-31 18:15:00,134061.62217944942,157804.30272586987,157804.30272586987,134061.62217944942,17.71027394748326,-0.9006715358432449,18.7094616706299,8,62.5
top1,2022,8,August,2022-08,2022-08-03 06:00:00,2022-08-30 08:00:00,157804.30272586987,169834.8571442102,169834.8571442102,157804.30272586987,7.623717611324721,-4.342648033106011,16.82021797257273,6,100.0
top1,2022,9,September,2022-09,2022-09-03 08:00:00,2022-09-30 00:15:00,169834.8571442102,189101.8442313894,189101.8442313894,169834.8571442102,11.344542228347866,-1.3318789281702825,18.763405448314558,3,33.33333333333333
top1,2022,10,October,2022-10,2022-10-01 04:00:00,2022-10-29 09:00:00,189101.8442313894,201820.38153866347,201820.38153866347,189101.8442313894,6.725760586296214,-1.1102230246251565e-14,14.16875654856193,4,75.0
top1,2022,11,November,2022-11,2022-11-01 00:15:00,2022-11-30 02:30:00,203046.40093232313,237674.50615274586,237674.50615274586,203046.40093232313,17.054281711678577,-1.1102230246251565e-14,17.06197851664969,6,66.66666666666666
top1,2022,12,December,2022-12,2022-12-04 07:00:00,2022-12-31 00:45:00,237674.50615274586,257979.6503151701,259932.10837726464,225693.65229597458,8.543257117098936,-5.040866204249761,37.353650375933974,5,40.0
top1,2023,1,January,2023-01,2023-01-01 07:00:00,2023-01-31 15:15:00,259932.10837726467,293772.6290467215,301471.01163912885,258167.25407339085,13.018984411245116,-8.187128686197154,30.82889032975954,5,60.0
top1,2023,2,February,2023-02,2023-02-02 07:00:00,2023-02-27 07:00:00,293772.6290467215,324651.25003380264,324651.25003380264,293772.6290467215,10.511061254168164,0.0,12.219086479182845,5,40.0
top1,2023,3,March,2023-03,2023-03-02 08:45:00,2023-03-30 07:00:00,324651.25003380264,370660.51050108834,370660.51050108834,324651.25003380264,14.17190306906111,-2.8514492662595092,30.39825389723817,4,75.0
top1,2023,4,April,2023-04,2023-04-03 07:00:00,2023-04-29 03:15:00,370660.51050108834,334975.8482240158,370660.51050108834,325407.3551607917,-9.627316983088164,-12.208787841769231,43.048550445775945,2,0.0
top1,2023,5,May,2023-05,2023-05-01 07:00:00,2023-05-29 04:00:00,334975.8482240158,337086.33664879366,337086.33664879366,332966.9073800811,0.6300419674932778,-0.5997270712458147,6.521463022194232,4,0.0
top1,2023,6,June,2023-06,2023-06-02 07:00:00,2023-06-30 03:30:00,337086.33664879366,334037.0398836614,337086.33664879366,334037.0398836614,-0.9046040831697355,-0.9046040831697355,4.145416685091441,1,0.0
top1,2023,7,July,2023-07,2023-07-04 04:00:00,2023-07-28 12:00:00,334037.0398836614,341387.81573144044,341387.81573144044,334037.0398836614,2.200587051765046,0.0,5.993387594805734,3,33.33333333333333
top1,2023,8,August,2023-08,2023-08-01 07:00:00,2023-08-29 07:00:00,341387.81573144044,352153.8431721629,363987.8080157769,341387.81573144044,3.1536062344977633,-3.2511981398841483,17.32144033627577,5,60.0
top1,2023,9,September,2023-09,2023-09-02 08:00:00,2023-09-30 02:30:00,352153.8431721629,373553.09468981693,373553.09468981693,349785.4756885874,6.076676978701112,-0.6725377358490547,6.8569969224597305,6,50.0
top1,2023,10,October,2023-10,2023-10-01 03:00:00,2023-10-29 12:00:00,373553.09468981693,370449.35372445773,373962.0023059078,355107.15241957805,-0.8308700983822415,-4.937970674705728,19.943347535471787,5,20.0
top1,2023,11,November,2023-11,2023-11-01 07:00:00,2023-11-29 14:30:00,370449.35372445773,500987.86314624746,500987.86314624746,370449.35372445773,35.237882887193535,-3.858876167293823,37.50370807417852,9,88.88888888888889
top1,2023,12,December,2023-12,2023-12-01 05:00:00,2023-12-31 08:00:00,500987.86314624746,595698.4350113572,595698.4350113572,500987.86314624746,18.904763734258758,-6.532625991651031,32.22140345386779,7,57.14285714285714
top1,2024,1,January,2024-01,2024-01-04 14:00:00,2024-01-31 12:30:00,595698.4350113572,658677.1950057315,658677.1950057315,574229.9992619153,10.572255405232633,-9.324030948361195,35.81040166165676,8,62.5
top1,2024,2,February,2024-02,2024-02-01 14:00:00,2024-02-29 14:00:00,658677.1950057315,702928.5986113426,711277.9803067993,658677.1950057315,6.718223120693589,-7.082061297980169,19.70705781215017,7,42.857142857142854
top1,2024,3,March,2024-03,2024-03-01 13:00:00,2024-03-29 10:15:00,719825.2246404384,755258.5556324382,823156.4991747282,625564.7956881697,4.922490874045038,-24.00414789710802,142.6599640137166,8,62.5
top1,2024,4,April,2024-04,2024-04-01 07:00:00,2024-04-30 22:30:00,755258.5556324383,767936.120452008,767936.120452008,714271.4392083386,1.6785728178813963,-5.426898658536594,23.86434744155573,7,28.57142857142857
top1,2024,5,May,2024-05,2024-05-01 18:15:00,2024-05-31 14:45:00,791772.3055667295,774913.8060089726,875767.3095046182,774913.8060089726,-2.12921056208073,-11.516016001178874,80.03772154676886,3,33.33333333333333
top1,2024,6,June,2024-06,2024-06-01 12:00:00,2024-06-29 07:30:00,783153.201376532,847697.9174620266,878251.1723427153,783153.201376532,8.241646203073127,-3.981645744359663,19.630231240238047,7,71.42857142857143
top1,2024,7,July,2024-07,2024-07-05 12:00:00,2024-07-30 03:30:00,847697.9174620266,923828.7602777672,923828.7602777672,847697.9174620266,8.980892986463074,-1.0490914690760467,17.24651057566111,7,57.14285714285714
top1,2024,8,August,2024-08,2024-08-03 14:00:00,2024-08-31 12:00:00,923828.7602777672,907937.5754744932,942777.3767490666,860703.9965140184,-1.720143979766986,-8.705488937171769,34.71618616458239,4,75.0
top1,2024,9,September,2024-09,2024-09-01 16:00:00,2024-09-30 20:45:00,917812.0828396666,1076989.3639494132,1148063.7940215853,917812.0828396666,17.343123291345176,-6.190808423912008,42.86712949706361,6,66.66666666666666
top1,2024,10,October,2024-10,2024-10-01 00:15:00,2024-10-30 12:30:00,1158594.8102948503,1311592.755337919,1311592.755337919,1094134.5474013234,13.20547474264384,-5.563658866823539,30.79643205969626,7,42.857142857142854
top1,2024,11,November,2024-11,2024-11-03 14:15:00,2024-11-30 18:30:00,1311592.755337919,1578987.6692185062,1578987.6692185062,1296696.3503971733,20.38703803389761,-7.965075029463032,35.946968154510614,11,81.81818181818183
top1,2024,12,December,2024-12,2024-12-01 03:30:00,2024-12-30 14:30:00,1580280.8236031376,1759270.9941022478,1808259.0915314106,1580280.8236031376,11.326478675543349,-9.191173844289013,35.80574240376048,9,77.77777777777779
top1,2025,1,January,2025-01,2025-01-02 11:45:00,2025-01-31 11:30:00,1759270.9941022478,2134695.988739999,2168581.8662991514,1759270.9941022478,21.33980472004142,-3.513590790918786,40.16610136369617,5,60.0
top1,2025,2,February,2025-02,2025-02-01 18:15:00,2025-02-26 19:00:00,2136698.095480226,2185251.6922410233,2481673.9542454137,2136698.095480226,2.2723657995251223,-11.944448282470754,50.56273677402887,4,75.0
top1,2025,3,March,2025-03,2025-03-03 10:15:00,2025-03-05 12:15:00,2185251.6922410233,2392195.753790523,2392195.753790523,2185251.6922410233,9.470033236184072,0.0,0.0,1,100.0
