Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,High Equity,Low Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top8,2022,7,July,2022-07,2022-07-02 07:00:00,2022-07-31 02:15:00,51302.60131361223,51935.900385621644,52004.08086667416,50296.905585215696,1.2344385192829987,-1.9603211194861747,15.872657713437027,4,25.0
top8,2022,8,August,2022-08,2022-08-01 01:00:00,2022-08-30 08:00:00,52622.890866716334,51745.41390208914,54512.400652064156,50673.642541632114,-1.6674814898513968,-7.041990564557321,27.22753120350206,5,40.0
top8,2022,9,September,2022-09,2022-09-03 08:45:00,2022-09-28 14:45:00,51745.41390208914,54272.460576102065,54272.460576102065,51745.41390208914,4.883614765927891,0.0,12.764395060306985,4,25.0
top8,2022,10,October,2022-10,2022-10-01 07:00:00,2022-10-29 07:00:00,54272.460576102065,54846.82217131697,54903.1211745459,54272.460576102065,1.0582928968358107,-0.11859592919413187,5.396237953667767,4,25.0
top8,2022,11,November,2022-11,2022-11-02 08:00:00,2022-11-30 08:00:00,54846.82217131697,55039.06273659497,55858.617805862945,54846.82217131697,0.35050447349078695,-1.4671953969866425,8.600090091118934,4,25.0
top8,2022,12,December,2022-12,2022-12-04 04:00:00,2022-12-28 03:30:00,55039.06273659497,55674.13249699816,55674.13249699816,55039.06273659497,1.1538527889591643,0.0,6.475982716588156,2,0.0
top8,2023,1,January,2023-01,2023-01-01 08:00:00,2023-01-31 13:15:00,55674.13249699816,63000.68602150248,63000.68602150248,55674.13249699816,13.159708460476427,-0.7010588179329202,21.06363409047921,6,33.33333333333333
top8,2023,2,February,2023-02,2023-02-02 07:00:00,2023-02-27 08:15:00,63000.686021502486,63642.76143138409,65853.61515570198,63000.686021502486,1.019156219445705,-3.3572245336730866,19.204383032853237,5,20.0
top8,2023,3,March,2023-03,2023-03-02 03:30:00,2023-03-31 12:00:00,63642.76143138409,61473.421579710615,63642.76143138409,58049.02970286804,-3.4086199323898447,-8.789266214582604,37.91812005573268,5,40.0
top8,2023,4,April,2023-04,2023-04-02 07:15:00,2023-04-28 08:00:00,61565.612766375205,63738.72399228261,63738.72399228261,60453.50746359035,3.5297483908002025,-4.981923448197689,24.346758361810856,6,50.0
top8,2023,5,May,2023-05,2023-05-01 12:30:00,2023-05-29 02:30:00,63738.72399228261,65395.87628089901,65395.876280899014,63738.72399228261,2.5999144394811546,-1.1102230246251565e-14,6.2564534727373955,4,50.0
top8,2023,6,June,2023-06,2023-06-02 12:00:00,2023-06-30 11:00:00,65395.87628089901,66155.89975172887,66155.89975172887,65395.87628089901,1.1621886792452907,0.0,5.834140867289802,1,0.0
top8,2023,7,July,2023-07,2023-07-01 07:00:00,2023-07-31 00:45:00,66155.89975172887,68280.44873684175,68280.44873684175,66155.89975172887,3.211427844056125,0.0,8.242169052936147,3,0.0
top8,2023,8,August,2023-08,2023-08-01 12:00:00,2023-08-29 12:30:00,68280.44873684175,69830.4194902035,69830.4194902035,68280.44873684175,2.270006688642967,0.0,7.282211873166575,2,0.0
top8,2023,9,September,2023-09,2023-09-02 02:30:00,2023-09-30 07:00:00,69830.4194902035,73595.06425059389,73595.06425059389,69830.4194902035,5.391124366535616,-0.8250306279069863,13.793282889202743,5,40.0
top8,2023,10,October,2023-10,2023-10-04 07:00:00,2023-10-31 20:45:00,73595.06425059389,76893.64414421534,76893.64414421534,73595.06425059389,4.482066735331158,0.0,7.251837671643241,6,50.0
top8,2023,11,November,2023-11,2023-11-01 14:30:00,2023-11-29 09:00:00,76893.64414421534,78041.93898526162,78041.93898526162,74113.19595429009,1.493354689878701,-4.394010008390337,20.141891147400937,5,20.0
top8,2023,12,December,2023-12,2023-12-03 12:00:00,2023-12-31 08:00:00,78041.93898526162,90516.81314824008,90516.81314824008,78041.93898526162,15.984833699908929,-0.6366334709373866,21.309854288707122,5,60.0
top8,2024,1,January,2024-01,2024-01-01 18:15:00,2024-01-28 12:30:00,92083.39897951529,97315.38439191198,101497.7873724455,92083.39897951529,5.6817900624634765,-4.424311603781616,30.331849951349117,5,60.0
top8,2024,2,February,2024-02,2024-02-01 02:30:00,2024-02-29 03:30:00,97315.38439191198,108711.7406543417,108711.7406543417,97315.38439191198,11.710744743640845,-1.4563471770242864,17.178525166826283,5,60.0
top8,2024,3,March,2024-03,2024-03-01 12:00:00,2024-03-31 12:15:00,109686.24088428383,123107.4945601872,123107.4945601872,108646.74868464863,12.23604124610529,-7.992400753587714,31.099051794242747,7,57.14285714285714
top8,2024,4,April,2024-04,2024-04-01 12:15:00,2024-04-29 02:30:00,123107.4945601872,134093.06376213583,134093.06376213583,118711.35826936024,8.923558424444899,-3.570973730342386,27.29197535475871,5,40.0
top8,2024,5,May,2024-05,2024-05-01 18:15:00,2024-05-31 17:00:00,129752.45428020155,147516.21719258215,147516.21719258215,129752.45428020155,13.690502434751316,-5.246221389846095,33.74955015266909,5,40.0
top8,2024,6,June,2024-06,2024-06-04 17:30:00,2024-06-28 08:00:00,147516.21719258215,163629.69865396273,168039.21283613055,147516.21719258215,10.923193238031903,-3.9277080136467912,30.57306828071244,5,60.0
top8,2024,7,July,2024-07,2024-07-02 07:00:00,2024-07-31 19:00:00,163629.69865396273,177244.79684189823,177244.79684189823,163629.69865396273,8.320676686405282,-2.1747896307462433,17.94771160746723,3,33.33333333333333
top8,2024,8,August,2024-08,2024-08-01 23:45:00,2024-08-31 02:30:00,181627.47857232284,176062.88070642643,186507.44019521424,172169.00259678467,-3.063742287035398,-7.687863595908961,36.786835779028024,3,33.33333333333333
top8,2024,9,September,2024-09,2024-09-02 10:00:00,2024-09-30 06:15:00,176576.9392669187,187317.9357506427,187317.9357506427,176576.9392669187,6.082898779600887,-0.8113553261570927,9.180539270810925,6,50.0
top8,2024,10,October,2024-10,2024-10-01 03:30:00,2024-10-30 02:30:00,184882.79389842015,206949.1397023006,206949.1397023006,184882.79389842015,11.935316066244827,-1.3281496246276392,19.759892043679113,3,66.66666666666666
top8,2024,11,November,2024-11,2024-11-01 11:15:00,2024-11-28 18:45:00,203265.35486313133,214441.50253824858,214486.97327427904,195302.8290522729,5.498304264709897,-6.5477029229261685,29.668189174274527,4,25.0
top8,2024,12,December,2024-12,2024-12-01 07:00:00,2024-12-30 18:15:00,214441.50253824858,228814.66027778178,242918.24235220603,214322.28890610914,6.702600741649611,-5.805896641543917,33.3397097235524,5,60.0
top8,2025,1,January,2025-01,2025-01-01 08:00:00,2025-01-30 15:30:00,229433.49250842023,247551.43217866332,255493.64264027285,219112.96684205395,7.896815531227719,-6.942358317544328,67.9610510322591,3,33.33333333333333
top8,2025,2,February,2025-02,2025-02-02 11:00:00,2025-02-28 15:15:00,248043.57771718656,244351.79377906458,250841.83612960446,234016.57572995225,-1.4883610259529778,-6.707517637113359,40.724162276646545,4,50.0
top8,2025,3,March,2025-03,2025-03-03 11:00:00,2025-03-04 20:30:00,244351.79377906458,246745.83055678435,246745.83055678435,244351.79377906458,0.9797500319905117,0.0,0.0,1,100.0
